_articleId,tags,geolocation,actorsMentioned,publicationDate,source
187,1,1,1,06/02/2022,"{
    ""name"": ""ZonaDocs"",
    ""headline"": ""Asesinato de abogada Ver\u00f3nica Guerrero en Tonal\u00e1 demuestra el clima de hostilidad hacia el trabajo de defensa de derechos medioambientales en Jalisco"",
    ""url"": ""https://www.google.com.mx/url?sa=t&rct=j&q=&esrc=s&source=newssearch&cd=&ved=2ahUKEwjF28i1jMP-AhVvh-4BHfOCAe0QxfQBKAB6BAgJEAE&url=https%3A%2F%2Fwww.zonadocs.mx%2F2022%2F02%2F06%2Fasesinato-de-abogada-veronica-guerrero-en-tonala-demuestra-el-clima-de-hostilidad-hacia-el-trabajo-de-defensa-de-derechos-medioambientales-en-jalisco%2F&usg=AOvVaw3eN6u3G0tBPpj3flbjzEGL"",
    ""paywall "": true,
    ""coverageLevel"": ""Estatal"",
    ""author"": ""Dalia Souza""
}"
188,1,1,1,07/02/2022,"{
    ""name"": ""Las protagonistas"",
    ""headline"": ""Asesinan a la defensora ambientalista Ver\u00f3nica Guerrero en Jalisco"",
    ""url"": ""https://www.google.com.mx/url?sa=t&rct=j&q=&esrc=s&source=newssearch&cd=&ved=2ahUKEwjZ9KrKwon_AhV-nGoFHVVfAUgQxfQBKAB6BAgaEAE&url=https%3A%2F%2Fbillieparkernoticias.com%2Fasesinan-a-la-defensora-ambientalista-veronica-guerrero-en-jalisco%2F&usg=AOvVaw3S6bie8UcBtWCULz0YOLwW"",
    ""paywall "": true,
    ""coverageLevel"": ""Nacional"",
    ""author"": null
}"
189,1,1,1,08/02/2022,"{
    ""name"": ""La Opini\u00f3n"",
    ""headline"": ""Sicarios persiguen y matan a abogada cuando iba en su lujoso Mercedes Benz"",
    ""url"": ""https://www.google.com.mx/url?sa=t&rct=j&q=&esrc=s&source=newssearch&cd=&ved=2ahUKEwilmKfNuIn_AhWnk2oFHTM9BZg4ChDF9AEoAHoECAgQAQ&url=https%3A%2F%2Flaopinion.com%2F2022%2F02%2F08%2Fsicarios-persiguen-y-matan-a-abogada-cuando-iba-en-su-lujoso-mercedes-benz%2F&usg=AOvVaw1iJ0uluJEQFZG14Stgy8H0"",
    ""paywall "": true,
    ""coverageLevel"": ""Local"",
    ""author"": null
}"
190,1,1,1,09/02/2022,"{
    ""name"": ""El occidental"",
    ""headline"": ""Asesinato de abogada en Tonal\u00e1 est\u00e1 relacionado con sus actividades como profesionista"",
    ""url"": ""https://www.google.com.mx/url?sa=t&rct=j&q=&esrc=s&source=newssearch&cd=&ved=2ahUKEwjb_KjvwYn_AhUFlmoFHb4LBdEQxfQBKAB6BAgLEAE&url=https%3A%2F%2Fwww.eloccidental.com.mx%2Fpoliciaca%2Fasesinato-de-abogada-en-tonala-esta-relacionado-con-sus-actividades-como-profesionista-7843072.html&usg=AOvVaw0WEzsUylDk1eUbZLGCBudL"",
    ""paywall "": true,
    ""coverageLevel"": ""Estatal"",
    ""author"": ""Rom\u00e1n Ortega""
}"
191,1,1,1,14/02/2022,"{
    ""name"": ""Informador MX"",
    ""headline"": ""Enfermos de El Salto piden apoyo para tratamientos"",
    ""url"": ""https://www.google.com.mx/url?sa=t&rct=j&q=&esrc=s&source=newssearch&cd=&ved=2ahUKEwjLisPLjcP-AhUlJUQIHWbBBiY4ChDF9AEoAHoECBMQAQ&url=https%3A%2F%2Fwww.informador.mx%2FEnfermos-renales-de-El-Salto-piden-apoyo-para-tratamientos-l202202140001.html&usg=AOvVaw29Edn7MyQmYCPvS9EDLDiC"",
    ""paywall "": true,
    ""coverageLevel"": ""Nacional"",
    ""author"": null
}"
192,1,1,1,16/02/2022,"{
    ""name"": ""WRadio"",
    ""headline"": ""Nueva planta de transferencia recibir\u00e1 60% de la basura de Gdl"",
    ""url"": ""https://www.google.com.mx/url?sa=t&rct=j&q=&esrc=s&source=newssearch&cd=&ved=2ahUKEwjF28i1jMP-AhVvh-4BHfOCAe0QxfQBKAB6BAgLEAE&url=https%3A%2F%2Fwradio.com.mx%2Femisora%2F2022%2F02%2F16%2Fguadalajara%2F1644982098_330946.html&usg=AOvVaw1G86M_PIvcTt4TYm_51Flr"",
    ""paywall "": true,
    ""coverageLevel"": ""Estatal"",
    ""author"": null
}"
193,1,1,1,16/02/2022,"{
    ""name"": ""Informador MX"",
    ""headline"": ""Seguridad en Jalisco: Fiscal\u00eda descarta que el asesinato de abogada en Tonal\u00e1 haya sido por activismo"",
    ""url"": ""https://www.google.com.mx/url?sa=t&rct=j&q=&esrc=s&source=newssearch&cd=&ved=2ahUKEwjF28i1jMP-AhVvh-4BHfOCAe0QxfQBKAB6BAgKEAE&url=https%3A%2F%2Fwww.informador.mx%2Fjalisco%2FSeguridad-en-Jalisco-Fiscalia-descarta-que-el-asesinato-de-abogada-en-Tonala-haya-sido-por-activismo-20220216-0122.html&usg=AOvVaw2knvsDY-lgikvFQUJBdw3B"",
    ""paywall "": true,
    ""coverageLevel"": ""Nacional"",
    ""author"": ""Ernesto Gomez""
}"
194,1,1,1,22/02/2022,"{
    ""name"": ""Mural"",
    ""headline"": ""Va 32% de basura a tiraderos ilegales en la ZMG"",
    ""url"": ""https://www.google.com.mx/url?sa=t&rct=j&q=&esrc=s&source=newssearch&cd=&ved=2ahUKEwjF28i1jMP-AhVvh-4BHfOCAe0QxfQBKAB6BAgMEAE&url=https%3A%2F%2Fwww.mural.com.mx%2Fva-32-de-basura-a-tiraderos-ilegales-en-la-zmg%2Far2353975&usg=AOvVaw1QGMt5_r-5DEdGwcjDDqPY"",
    ""paywall "": true,
    ""coverageLevel"": ""Estatal"",
    ""author"": ""Violeta Mel\u00e9ndez""
}"
195,1,1,1,23/02/2022,"{
    ""name"": ""Mural"",
    ""headline"": ""Incumplen ampliar Picachos... y se recibe el doble de basura"",
    ""url"": ""https://www.google.com.mx/url?sa=t&rct=j&q=&esrc=s&source=newssearch&cd=&ved=2ahUKEwjF28i1jMP-AhVvh-4BHfOCAe0QxfQBKAB6BAgXEAE&url=https%3A%2F%2Fwww.mural.com.mx%2Fincumplen-ampliar-picachos-y-se-recibe-el-doble-de-basura%2Far2354768&usg=AOvVaw2_SUzjQTy5Wi5w5ukhBDD4"",
    ""paywall "": true,
    ""coverageLevel"": ""Estatal"",
    ""author"": ""Violeta Mel\u00e9ndez""
}"
196,1,1,1,10/03/2022,"{
    ""name"": ""Chiapas Paralelo"",
    ""headline"": ""Defensoras comunitarias en Jalisco se unen para crear la \u201cRed Mujeres y Aguas en Movimiento\u201d"",
    ""url"": ""https://www.google.com.mx/url?sa=t&rct=j&q=&esrc=s&source=newssearch&cd=&ved=2ahUKEwjZ9KrKwon_AhV-nGoFHVVfAUgQxfQBKAB6BAgPEAE&url=https%3A%2F%2Fwww.chiapasparalelo.com%2Fnoticias%2F2022%2F03%2Fdefensoras-comunitarias-en-jalisco-se-unen-para-crear-la-red-mujeres-y-aguas-en-movimiento%2F&usg=AOvVaw0L9545ZugwQaYJWc3QQB_X"",
    ""paywall "": true,
    ""coverageLevel"": ""Nacional"",
    ""author"": ""Dalia Souza/ZonaDocs""
}"
197,1,1,1,11/03/2022,"{
    ""name"": ""44 Noticias"",
    ""headline"": ""El vertedero de Matatl\u00e1n: de basurero a Zona Arqueol\u00f3gica"",
    ""url"": ""https://www.google.com.mx/url?sa=t&rct=j&q=&esrc=s&source=newssearch&cd=&ved=2ahUKEwiz7JvDt4n_AhUVkWoFHUCvBNIQxfQBKAB6BAgIEAE&url=https%3A%2F%2Fudgtv.com%2Fnoticias%2Fvertedero-matatlan-basurero-zona-arqueologica%2F&usg=AOvVaw2U34bMtUCmrdmJR9UF2iVs"",
    ""paywall "": true,
    ""coverageLevel"": ""Estatal"",
    ""author"": ""Victor Maga\u00f1a""
}"
198,1,1,1,14/03/2022,"{
    ""name"": ""ZonaDocs"",
    ""headline"": ""La lucha por los r\u00edos es la lucha por la vida"",
    ""url"": ""https://www.google.com.mx/url?sa=t&rct=j&q=&esrc=s&source=newssearch&cd=&ved=2ahUKEwilmKfNuIn_AhWnk2oFHTM9BZg4ChDF9AEoAHoECAcQAQ&url=https%3A%2F%2Fwww.zonadocs.mx%2F2022%2F03%2F14%2Fla-lucha-por-los-rios-es-la-lucha-por-la-vida%2F&usg=AOvVaw0LQzhXEhi9nGWLg9YrvYkP"",
    ""paywall "": true,
    ""coverageLevel"": ""Estatal"",
    ""author"": ""\u00c1ngel Mendoza""
}"
199,1,1,1,15/03/2022,"{
    ""name"": ""Telediario"",
    ""headline"": ""Avanza retiro de toneladas de basura del vertedero de Matatl\u00e1n en Tonal\u00e1"",
    ""url"": ""https://www.google.com.mx/url?sa=t&rct=j&q=&esrc=s&source=newssearch&cd=&ved=2ahUKEwjF28i1jMP-AhVvh-4BHfOCAe0QxfQBKAB6BAgIEAE&url=https%3A%2F%2Fwww.telediario.mx%2Fcomunidad%2Ftonala-avanza-retiro-toneladas-basura-vertedero-matatlan&usg=AOvVaw3KxzMIlQnIIHy-PiCPs0mU"",
    ""paywall "": true,
    ""coverageLevel"": ""Local"",
    ""author"": ""Rosario \u00c1lvarez""
}"
200,1,1,1,01/12/2022,"{
    ""name"": null,
    ""headline"": ""Clausuran el basurero de Los Laureles en Tonal\u00e1 despu\u00e9s que impidieron ingreso a inspectores"",
    ""url"": null,
    ""paywall "": true,
    ""coverageLevel"": ""Estatal"",
    ""author"": ""H\u00e9ctor Escamilla""
}"
201,1,1,1,02/12/2022,"{
    ""name"": ""Mural"",
    ""headline"": ""Vecinos denuncian que siguen las irregularidades en Matatl\u00e1n"",
    ""url"": ""https://www.milenio.com/politica/comunidad/basurero-de-matatlan-sigue-con-irregularidades-pese-a-clausura"",
    ""paywall "": true,
    ""coverageLevel"": ""Local"",
    ""author"": ""Karla Victoria Rodr\u00edguez""
}"
202,1,1,1,06/06/2023,"{
    ""name"": ""El Diario NTR"",
    ""headline"": ""Cierre de Laureles apenas va en 35%"",
    ""url"": ""https://www.ntrguadalajara.com/post.php?id_nota=198788"",
    ""paywall "": true,
    ""coverageLevel"": null,
    ""author"": ""Jessica Pilar P\u00e9rez,\nAgust\u00edn del Castillo""
}"
203,1,1,1,06/06/2023,"{
    ""name"": ""El Informador"",
    ""headline"": ""Vecinos denuncian quemas sin control en basurero de Laureles"",
    ""url"": ""https://www.informador.mx/jalisco/Incendios-Vecinos-denuncian-quemas-sin-control-en-basurero-de-Laureles-20230606-0031.html"",
    ""paywall "": true,
    ""coverageLevel"": ""Estatal "",
    ""author"": ""El Informador""
}"
204,1,1,1,06/06/2023,"{
    ""name"": ""Notisistema "",
    ""headline"": ""Presentar\u00e1 Tonal\u00e1 denuncia por incendio en Laureles"",
    ""url"": ""https://www.notisistema.com/noticias/presentara-tonala-denuncia-por-incendio-en-laureles/"",
    ""paywall "": true,
    ""coverageLevel"": ""Estatal "",
    ""author"": ""Gricelda Torres Zambrano""
}"
205,1,1,1,06/06/2023,"{
    ""name"": ""El Informador"",
    ""headline"": ""Quema agr\u00edcola, motivo del incendio en Los Laureles; presentan denuncia penal"",
    ""url"": ""https://www.informador.mx/jalisco/Incendio-HOY-Quema-agricola-motivo-del-incendio-en-Los-Laureles-presentan-denuncia-penal-20230606-0088.html"",
    ""paywall "": true,
    ""coverageLevel"": ""Estatal "",
    ""author"": ""Paola Mendoza""
}"
206,1,1,1,06/06/2023,"{
    ""name"": ""24 Horas EL Diario Sin L\u00edmites"",
    ""headline"": ""Pide Alfaro a ediles el cierre de basureros tras incendio en Tonal"",
    ""url"": ""https://www.24-horas.mx/2023/06/06/pide-alfaro-a-ediles-el-cierre-de-basureros-tras-incendio-en-tonal/"",
    ""paywall "": true,
    ""coverageLevel"": ""Estatal "",
    ""author"": ""Quadratin ""
}"
207,1,1,1,06/06/2023,"{
    ""name"": ""El Informador"",
    ""headline"": ""Basura, una gesti\u00f3n en llamas"",
    ""url"": ""https://www.informador.mx/ideas/Diego-Petersen-Basura-una-gestion-en-llamas-20230606-0032.html"",
    ""paywall "": true,
    ""coverageLevel"": ""Estatal "",
    ""author"": ""Diego Petersen""
}"
208,1,1,1,06/06/2023,"{
    ""name"": ""La Jornada "",
    ""headline"": ""Alerta ambiental por conflagraci\u00f3n en Guadalajara"",
    ""url"": ""https://www.jornada.com.mx/notas/2023/06/06/estados/alerta-ambiental-por-conflagracion-en-guadalajara/"",
    ""paywall "": true,
    ""coverageLevel"": ""Nacional "",
    ""author"": ""Juan Carlos G. Partida,\n Javier Santos y \nRubicela Morelos Cruz""
}"
209,1,1,1,06/05/2023,"{
    ""name"": ""Lider Informativo"",
    ""headline"": ""Presentar\u00e1n denuncias por incendio en Los Laureles"",
    ""url"": ""https://lider919.com/presentaran-denuncias-por-incendio-en-los-laureles/"",
    ""paywall "": true,
    ""coverageLevel"": ""Estatal "",
    ""author"": ""Rodrigo Rivas Uribe""
}"
210,1,1,1,06/05/2023,"{
    ""name"": null,
    ""headline"": ""Vecinos denuncian quemas agr\u00edcolas sin control en los alrededores de Los Laureles"",
    ""url"": null,
    ""paywall "": true,
    ""coverageLevel"": null,
    ""author"": null
}"
211,1,1,1,06/05/2023,"{
    ""name"": ""La Jornada "",
    ""headline"": ""Combaten incendio en relleno sanitario de Tonal\u00e1"",
    ""url"": ""https://www.jornada.com.mx/notas/2023/06/05/estados/combaten-incendio-en-relleno-sanitario-de-tonala/"",
    ""paywall "": true,
    ""coverageLevel"": ""Estatal "",
    ""author"": ""Juan Carlos G. Partida""
}"
212,1,1,1,06/05/2023,"{
    ""name"": ""Meganoticias"",
    ""headline"": ""Reclama Lemus falta de prevenci\u00f3n de CAABSA en incendios"",
    ""url"": ""https://www.meganoticias.mx/guadalajara/noticia/reclama-lemus-falta-de-prevencion-de-caabsa-en-incendios/430241"",
    ""paywall "": true,
    ""coverageLevel"": ""Estatal "",
    ""author"": ""Karla Jim\u00e9nez""
}"
213,1,1,1,06/05/2023,"{
    ""name"": ""UDGTV"",
    ""headline"": ""Alfaro recuerda a alcaldes que es su responsabilidad la remediaci\u00f3n de la basura"",
    ""url"": ""https://udgtv.com/noticias/alfaro-recuerda-a-alcaldes-su-responsabilidad-la-remediacion-basura/"",
    ""paywall "": true,
    ""coverageLevel"": ""Estatal "",
    ""author"": ""Pablo Toledo""
}"
214,1,1,1,06/05/2023,"{
    ""name"": ""Lider Informativo"",
    ""headline"": ""Colonias afectadas por incendio en el ex vertedero de Los Laureles"",
    ""url"": ""https://lider919.com/colonias-afectadas-por-incendio-en-el-ex-vertedero-de-los-laureles/"",
    ""paywall "": true,
    ""coverageLevel"": ""Estatal "",
    ""author"": ""Haremy Reyes Garc\u00eda.\n\n""
}"
215,1,1,1,06/05/2023,"{
    ""name"": ""Partidero"",
    ""headline"": ""SIN CONTROL INCENDIO EN EL ANTIGUO RELLENO DE LAURELES"",
    ""url"": ""https://partidero.com/sin-control-incendio-en-el-antiguo-relleno-de-laureles/"",
    ""paywall "": true,
    ""coverageLevel"": ""Estatal "",
    ""author"": ""Redacci\u00f3n ""
}"
216,1,1,1,06/05/2023,"{
    ""name"": ""Lider Informativo"",
    ""headline"": ""Incendios en vertederos es responsabilidad de Caabsa Eagle: Pablo Lemus"",
    ""url"": ""https://lider919.com/incendios-en-vertederos-es-responsabilidad-de-caabsa-eagle-pablo-lemus/"",
    ""paywall "": true,
    ""coverageLevel"": ""Estatal "",
    ""author"": ""Haremy Reyes""
}"
217,1,1,1,06/05/2023,"{
    ""name"": ""UDGTV"",
    ""headline"": ""Un Salto de Vida califica a Caabsa como una empresa \u201ccriminal\u201d y c\u00f3mplice del Estado por cinco sexenios"",
    ""url"": ""https://udgtv.com/noticias/un-salto-de-vida-califica-caabsa-criminal-complice-estado-sexenios/"",
    ""paywall "": true,
    ""coverageLevel"": ""Estatal "",
    ""author"": ""Elizabeth Ort\u00edz ""
}"
218,1,1,1,06/05/2023,"{
    ""name"": ""Debate "",
    ""headline"": ""Acaban con riesgo de propagaci\u00f3n de incendio en exvertedero Laureles en El Salto"",
    ""url"": ""https://www.debate.com.mx/guadalajara/Acaban-con-riesgo-de-propagacion-de-Incendio-en-exvertedero-Laurales-en-El-Salto-20230605-0184.html"",
    ""paywall "": true,
    ""coverageLevel"": ""Estatal "",
    ""author"": ""Andrea \u00c1vila ""
}"
219,1,1,1,06/05/2023,"{
    ""name"": ""El Diario NTR"",
    ""headline"": ""Caabsa Eagle debe indemnizar por incendios en Matatl\u00e1n y Laureles"",
    ""url"": ""https://www.ntrguadalajara.com/post.php?id_nota=198763"",
    ""paywall "": true,
    ""coverageLevel"": ""Estatal "",
    ""author"": ""Redacci\u00f3n ""
}"
220,1,1,1,06/05/2023,"{
    ""name"": ""El Informador"",
    ""headline"": ""Gobernador urge a municipios a responsabilizarse por el vertedero de Los Laureles"",
    ""url"": ""https://www.informador.mx/jalisco/Los-Laureles-Alfaro-urge-a-municipios-a-responsabilizarse-por-el-vertedero-incendiado-20230605-0082.html"",
    ""paywall "": true,
    ""coverageLevel"": ""Estatal "",
    ""author"": ""Rub\u00ed Bobadilla""
}"
221,1,1,1,06/05/2023,"{
    ""name"": null,
    ""headline"": ""Controlan incendio en el basurero de Los Laureles en Tonal\u00e1"",
    ""url"": ""https://www.notisistema.com/noticias/controlan-incendio-en-el-basurero-de-los-laureles-en-tonala/"",
    ""paywall "": true,
    ""coverageLevel"": null,
    ""author"": ""H\u00e9ctor Escamilla Ram\u00edrez""
}"
222,1,1,1,06/05/2023,"{
    ""name"": ""El Informador"",
    ""headline"": ""Controlan incendio en Los Laureles y retiran la alerta atmosf\u00e9rica"",
    ""url"": ""https://www.informador.mx/jalisco/Incendio-en-Los-Laureles-Controlan-el-fuego-y-retiran-la-alerta-atmosferica-20230605-0138.html"",
    ""paywall "": true,
    ""coverageLevel"": null,
    ""author"": ""Ernesto G\u00f3mez""
}"
223,1,1,1,06/05/2023,"{
    ""name"": ""Quadratin M\u00e9xico "",
    ""headline"": ""Suspenden clases por incendio en el exvertedero Los Laureles, en Jalisco\n\n"",
    ""url"": ""https://mexico.quadratin.com.mx/suspenden-clases-por-incendio-en-el-exvertedero-los-laureles-en-jalisco/"",
    ""paywall "": true,
    ""coverageLevel"": ""Nacional "",
    ""author"": null
}"
224,1,1,1,06/05/2023,"{
    ""name"": ""El Heraldo de M\u00e9xico"",
    ""headline"": ""Por incendio en vertedero, suspenden clases esta ma\u00f1ana en El Salto, Juanacatl\u00e1n y Tonal\u00e1"",
    ""url"": ""https://heraldodemexico.com.mx/nacional/2023/6/5/por-incendio-en-vertedero-suspenden-clases-esta-manana-en-el-salto-juanacatlan-tonala-511381.html"",
    ""paywall "": true,
    ""coverageLevel"": ""Nacional "",
    ""author"": ""Nayeli Mariscal""
}"
225,1,1,1,06/05/2023,"{
    ""name"": ""Mileno"",
    ""headline"": ""Activan Emergencia Atmosf\u00e9rica y suspenden clases en colonias aleda\u00f1as al incendio en Los Laureles"",
    ""url"": ""https://www.milenio.com/politica/comunidad/laureles-activan-emergencia-atmosferica-suspenden-clases"",
    ""paywall "": true,
    ""coverageLevel"": ""Estatal "",
    ""author"": ""Josefina Ru\u00edz""
}"
226,1,1,1,06/05/2023,"{
    ""name"": null,
    ""headline"": ""Incendio en Los Laureles habr\u00eda iniciado por quema agr\u00edcola"",
    ""url"": ""https://www.notisistema.com/noticias/incendio-en-los-laureles-habria-iniciado-por-quema-agricola/"",
    ""paywall "": true,
    ""coverageLevel"": null,
    ""author"": ""H\u00e9ctor Escamilla Ram\u00edrez""
}"
227,1,1,1,06/05/2023,"{
    ""name"": ""Mileno"",
    ""headline"": ""Combaten fuego en los Laureles "",
    ""url"": ""https://www.pressreader.com/mexico/milenio-jalisco/20230605/281616719760361"",
    ""paywall "": true,
    ""coverageLevel"": ""Nacional "",
    ""author"": ""Josefina Ru\u00edz""
}"
228,1,1,1,06/05/2023,"{
    ""name"": ""El Informador"",
    ""headline"": ""Hasta 30 horas tardar\u00edan en sofocar incendio en el vertedero de Los Laureles: Lemus"",
    ""url"": ""https://www.informador.mx/jalisco/Los-Laureles-Hasta-30-horas-tardarian-en-sofocar-incendio-en-el-vertedero-senala-Pablo-Lemus-20230605-0088.html"",
    ""paywall "": true,
    ""coverageLevel"": ""Estatal "",
    ""author"": ""Paola Mendoza""
}"
229,1,1,1,06/05/2023,"{
    ""name"": ""El Occidental"",
    ""headline"": ""Los Laureles: M\u00e1s de 100 elementos combaten incendio"",
    ""url"": ""https://www.eloccidental.com.mx/policiaca/ex-vertedero-de-los-laureles-mas-de-100-elementos-combaten-incendio-en-tonala-10171542.html"",
    ""paywall "": true,
    ""coverageLevel"": ""Estatal "",
    ""author"": ""Elizabeth Ibal""
}"
230,1,1,1,06/05/2023,"{
    ""name"": ""Antena Noticias "",
    ""headline"": ""Arde vertedero de Los Laureles"",
    ""url"": ""https://www.antenanoticias.com.mx/2023/06/05/arde-vertedero-de-los-laureles/"",
    ""paywall "": true,
    ""coverageLevel"": ""Estatal "",
    ""author"": null
}"
231,1,1,1,06/05/2023,"{
    ""name"": ""Azteca Jalisco"",
    ""headline"": ""Hasta 5 hect\u00e1reas quemadas tras incendio en ex vertedero Los Laureles, El Salto"",
    ""url"": ""https://www.aztecajalisco.com/azteca-noticias/5-hectareas-quemadas-incendio-laureles-salto"",
    ""paywall "": true,
    ""coverageLevel"": ""Estatal "",
    ""author"": ""Florencia Moreno""
}"
232,1,1,1,05/04/2023,"{
    ""name"": ""Partidero"",
    ""headline"": ""CIEN ELEMENTOS LUCHAN CONTRA INCENDIO EN EXVERTEDERO LOS LAURELES"",
    ""url"": ""https://partidero.com/cien-elementos-luchan-contra-incendio-en-exvertedero-los-laureles/"",
    ""paywall "": true,
    ""coverageLevel"": ""Estatal "",
    ""author"": ""Redacci\u00f3n ""
}"
233,1,1,1,05/04/2023,"{
    ""name"": ""SEMADET"",
    ""headline"": ""Autoridades de los tres \u00f3rdenes de gobierno atienden incendio en el ex vertedero de Laureles: Semadet activa Alerta Atmosf\u00e9rica\n"",
    ""url"": ""https://semadet.jalisco.gob.mx/prensa/noticias/autoridades-atienden-incendio-en-laureles"",
    ""paywall "": true,
    ""coverageLevel"": ""Estatal "",
    ""author"": ""Paulina Casta\u00f1eda""
}"
234,1,1,1,05/04/2023,"{
    ""name"": ""SEMADET"",
    ""headline"": ""Semadet activa Alerta Atmosf\u00e9rica en El Salto, Juanacatl\u00e1n y Zapotlanejo por incendio en Los Laureles"",
    ""url"": ""https://semadet.jalisco.gob.mx/prensa/noticias/activa-alerta-atmosferica-incendio-laureles"",
    ""paywall "": true,
    ""coverageLevel"": ""Estatal "",
    ""author"": ""Paulina Casta\u00f1eda""
}"
235,1,1,1,05/04/2023,"{
    ""name"": ""Mileno"",
    ""headline"": ""Combaten incendio en ex vertedero Los Laureles en Tonal\u00e1; suspender\u00e1n clases en estos municipios"",
    ""url"": ""https://www.milenio.com/politica/comunidad/tonala-combaten-incendio-en-ex-vertedero-los-laureles"",
    ""paywall "": true,
    ""coverageLevel"": ""Estatal "",
    ""author"": ""Josefina Ru\u00edz""
}"
236,1,1,1,05/04/2023,"{
    ""name"": ""El Informador"",
    ""headline"": ""Semadet activa Alerta Atmosf\u00e9rica en El Salto, Juanacatl\u00e1n y Zapotlanejo"",
    ""url"": ""https://www.informador.mx/jalisco/Incendio-en-Los-Laureles-Semadet-activa-Alerta-Atmosferica-en-El-Salto-Juanacatlan-y-Zapotlanejo-20230604-0099.html"",
    ""paywall "": true,
    ""coverageLevel"": ""Estatal "",
    ""author"": ""Evelyn Olvera""
}"
