_articleId,tags,geolocation,actorsMentioned,publicationDate,source
66,1,1,1,01/09/21,"{
    ""name"": ""Mural"",
    ""headline"": ""Laureles no cumple con nada.- Graf"",
    ""url"": ""https://www.mural.com.mx/aplicacioneslibre/preacceso/articulo/default.aspx?__rval=1&urlredirect=/laureles-no-cumple-con-nada-graf/ar2250190"",
    ""paywall "": true,
    ""coverageLevel"": ""Estatal"",
    ""author"": ""Violeta Mel\u00e9ndez""
}"
67,1,1,1,01/09/21,"{
    ""name"": ""L\u00edder informativo"",
    ""headline"": ""Recomienda Semadet a Tala negociar con Guadalajara compensaci\u00f3n por nuevo basurero"",
    ""url"": ""https://lider919.com/recomienda-semadet-a-tala-negociar-con-guadalajara-compensacion-por-nuevo-basurero"",
    ""paywall "": true,
    ""coverageLevel"": ""Estatal"",
    ""author"": ""Jos\u00e9 Toral""
}"
68,1,1,1,01/09/21,"{
    ""name"": ""L\u00edder informativo"",
    ""headline"": ""Rechaza Ayuntamiento de Tala nuevo basurero metropolitano"",
    ""url"": ""https://lider919.com/rechaza-ayuntamiento-de-tala-nuevo-basurero-metropolitano"",
    ""paywall "": true,
    ""coverageLevel"": ""Estatal"",
    ""author"": ""Jos\u00e9 Toral""
}"
69,1,1,1,02/09/21,"{
    ""name"": ""Meganoticias "",
    ""headline"": ""Construyen basurero metropolitano en Tala con licencia de bodega"",
    ""url"": ""https://www.meganoticias.mx/guadalajara/noticia/construyen-basurero-metropolitano-en-tala-con-licencia-de-bodega/269366"",
    ""paywall "": true,
    ""coverageLevel"": ""Estatal"",
    ""author"": ""Jos\u00e9 Toral""
}"
70,1,1,1,02/09/21,"{
    ""name"": ""L\u00edder informativo"",
    ""headline"": ""Diputadas federales de MORENA piden intervenci\u00f3n de SEMARNAT, ante construcci\u00f3n de basurero metropolitano en Tala"",
    ""url"": ""https://lider919.com/diputadas-federales-de-morena-piden-intervencion-de-semarnat-ante-construccion-de-basurero-metropolitano-en-tala"",
    ""paywall "": true,
    ""coverageLevel"": ""Estatal"",
    ""author"": ""Jos\u00e9 Toral""
}"
71,1,1,1,02/09/21,"{
    ""name"": ""L\u00edder informativo"",
    ""headline"": ""Se\u00f1alan \u00abclaroscuros\u00bb en ampliaci\u00f3n de concesi\u00f3n a Caabsa Eagle"",
    ""url"": ""https://lider919.com/senalan-claroscuros-en-ampliacion-de-concesion-a-caabsa-eagle"",
    ""paywall "": true,
    ""coverageLevel"": ""Estatal"",
    ""author"": ""Cecilia Cerna ""
}"
72,1,1,1,03/09/21,"{
    ""name"": ""Mural"",
    ""headline"": ""Chiquean' a Caabsa y cargan mano a ciudadanos con multas"",
    ""url"": ""https://www.mural.com.mx/aplicacioneslibre/preacceso/articulo/default.aspx?__rval=1&urlredirect=/chiquean-a-caabsa-y-cargan-mano-a-ciudadanos-con-multas/ar2251844"",
    ""paywall "": true,
    ""coverageLevel"": ""Estatal"",
    ""author"": ""Fernanda Carapia""
}"
73,1,1,1,03/09/21,"{
    ""name"": ""Mural"",
    ""headline"": ""Da Semadet permiso para basurero a ciegas"",
    ""url"": ""https://www.mural.com.mx/aplicacioneslibre/preacceso/articulo/default.aspx?__rval=1&urlredirect=/da-semadet-permiso-para-basurero-a-ciegas/ar2251755?v=2&referer=--7d616165662f3a3a613b767a3a--"",
    ""paywall "": true,
    ""coverageLevel"": ""Estatal"",
    ""author"": ""Violeta Mel\u00e9ndez""
}"
74,1,1,1,03/09/21,"{
    ""name"": ""Diario NTR"",
    ""headline"": ""Anuncian protesta en Casa Jalisco vs. basurero en Tala"",
    ""url"": ""https://www.ntrguadalajara.com/post.php?id_nota=171272"",
    ""paywall "": true,
    ""coverageLevel"": ""Estatal"",
    ""author"": ""Lauro Rodr\u00edguez ""
}"
75,1,1,1,03/09/21,"{
    ""name"": ""Meganoticias "",
    ""headline"": ""Ante presi\u00f3n social suspenden tiradero en Tala"",
    ""url"": ""https://www.meganoticias.mx/guadalajara/noticia/ante-presion-social-suspenden-tiradero-en-tala/269500"",
    ""paywall "": true,
    ""coverageLevel"": ""Estatal"",
    ""author"": ""Karla Jim\u00e9nez ""
}"
76,1,1,1,03/09/21,"{
    ""name"": ""El Informador"",
    ""headline"": ""Cancelan basurero metropolitano en Tala"",
    ""url"": ""https://www.informador.mx/jalisco/Cancelan-basurero-metropolitano-en-Tala-20210903-0072.html"",
    ""paywall "": true,
    ""coverageLevel"": ""Estatal"",
    ""author"": ""Ernesto G\u00f3mez ""
}"
77,1,1,1,29/09/2021,"{
    ""name"": ""Diario NTR"",
    ""headline"": ""Guadalajara enviar\u00e1 su basura al vertedero Picachos en Zapopan"",
    ""url"": ""https://www.ntrguadalajara.com/post.php?id_nota=172362"",
    ""paywall "": true,
    ""coverageLevel"": ""Estatal"",
    ""author"": ""Lauro Rodr\u00edguez ""
}"
78,1,1,1,29/09/2021,"{
    ""name"": ""Lider Informativo"",
    ""headline"": ""Confirman cierre del basurero \u00abLos Laureles\u00bb; municipios aportar\u00e1n recursos para la remediaci\u00f3n ambiental"",
    ""url"": ""https://lider919.com/confirman-cierre-del-basurero-los-laureles-municipios-aportaran-recursos-para-la-remediacion-ambiental"",
    ""paywall "": true,
    ""coverageLevel"": ""Estatal"",
    ""author"": ""Jos\u00e9 Toral""
}"
79,1,1,1,30/09/2021,"{
    ""name"": ""La Cr\u00f3nica de Hoy Jalisco "",
    ""headline"": ""Ayuntamientos tendr\u00e1n que \u201cremediar\u201d tiradero Los Laureles, tras 22 a\u00f1os de recibir basura"",
    ""url"": ""https://www.cronicajalisco.com/notas-ayuntamientos_tendran_que_remediar_tiradero_los_laureles_tras_22_anos_de_recibir_basura-111032-2021"",
    ""paywall "": true,
    ""coverageLevel"": ""Estatal"",
    ""author"": ""Ignacio P\u00e9rez Vega""
}"
80,1,1,1,30/09/2021,"{
    ""name"": ""Mural"",
    ""headline"": ""Le echan mano Ayuntamientos a Caabsa en pago"",
    ""url"": ""https://www.mural.com.mx/aplicacioneslibre/preacceso/articulo/default.aspx?__rval=1&urlredirect=https://www.mural.com.mx/le-echan-mano-ayuntamientos-a-caabsa-en-pago/ar2268373?utm_source=twitter&utm_medium=social&utm_campaign=robotgr&utm_content=@mural&imgwm=transparente&referer=--7d616165662f3a3a613b767a3a--"",
    ""paywall "": true,
    ""coverageLevel"": ""Estatal"",
    ""author"": ""Violeta Mel\u00e9ndez""
}"
81,1,1,1,31/09/2021,"{
    ""name"": ""UdeGTV"",
    ""headline"": ""Cierra el vertedero Los Laureles y terminan 22 a\u00f1os de afectaci\u00f3n ambiental"",
    ""url"": ""https://udgtv.com/noticias/cierra-vertedero-los-laureles-terminan-22-anos-afectacion-ambiental/"",
    ""paywall "": true,
    ""coverageLevel"": ""Estatal"",
    ""author"": ""Iv\u00e1n De Le\u00f3n Mel\u00e9ndrez""
}"
82,1,1,1,01/10/2021,"{
    ""name"": ""Tr\u00e1fico ZMG"",
    ""headline"": ""Extienden un mes m\u00e1s el cierre del bausero Los Laureles"",
    ""url"": ""https://traficozmg.com/2021/10/extienden-un-mes-mas-el-cierre-del-bausero-los-laureles/"",
    ""paywall "": true,
    ""coverageLevel"": ""Estatal"",
    ""author"": ""Redacci\u00f3n""
}"
83,1,1,1,01/10/2021,"{
    ""name"": ""Informador MX"",
    ""headline"": ""Dan pr\u00f3rroga de un mes a recolecci\u00f3n y traslado de basura a Los Laureles"",
    ""url"": ""https://www.informador.mx/jalisco/Los-Laureles-Dan-prorroga-de-un-mes-a-recoleccion-y-traslado-de-basura-al-vertedero-20211001-0112.html"",
    ""paywall "": true,
    ""coverageLevel"": ""Estatal"",
    ""author"": ""Ernesto G\u00f3mez ""
}"
84,1,1,1,01/10/2021,"{
    ""name"": ""UdeGTV"",
    ""headline"": ""A prop\u00f3sito de Los Laureles\u2026 \u00bfPor qu\u00e9 es importante el tratamiento de los jugos de la basura?"",
    ""url"": ""https://udgtv.com/noticias/los-laureles-por-que-importante-tratamiento-jugos-de-la-basura/"",
    ""paywall "": true,
    ""coverageLevel"": ""Estatal"",
    ""author"": "" Gladiola Madera""
}"
85,1,1,1,01/10/2021,"{
    ""name"": ""Nota en prensa. Tonal\u00e1"",
    ""headline"": ""Gobierno Municipal atiende a manifestantes por cierre del vertedero de Los Laureles"",
    ""url"": ""https://tonala.gob.mx/portal/2021/10/01/gobierno-municipal-atiende-a-manifestantes-por-cierre-del-vertedero-de-los-laureles/"",
    ""paywall "": true,
    ""coverageLevel"": ""Local"",
    ""author"": ""Redacci\u00f3n""
}"
86,1,1,1,01/10/2021,"{
    ""name"": ""Quadrat\u00edn Jalisco"",
    ""headline"": ""Posponen un mes cierre del vertedero de Los Laureles"",
    ""url"": ""https://jalisco.quadratin.com.mx/principal/posponen-un-mes-cierre-del-vertedero-de-los-laureles/"",
    ""paywall "": true,
    ""coverageLevel"": ""Estatal"",
    ""author"": ""Redacci\u00f3n""
}"
87,1,1,1,01/10/2021,"{
    ""name"": ""Milenio"",
    ""headline"": ""Postergan un mes m\u00e1s el cierre de vertedero Los Laureles"",
    ""url"": ""https://www.milenio.com/politica/comunidad/los-laureles-postergan-un-mes-mas-cierre-de-vertedero"",
    ""paywall "": true,
    ""coverageLevel"": ""Local"",
    ""author"": ""Josefina Ru\u00edz""
}"
88,1,1,1,01/10/2021,"{
    ""name"": ""El Occidental"",
    ""headline"": ""Pepenadores y choferes de camiones recolectores se oponen al cierre de Los Laureles"",
    ""url"": ""https://www.eloccidental.com.mx/local/pepenadores-y-choferes-de-camiones-recolectores-se-oponen-al-cierre-de-los-laureles-7284735.html"",
    ""paywall "": true,
    ""coverageLevel"": ""Local"",
    ""author"": ""V\u00edctor Ch\u00e1vez""
}"
89,1,1,1,01/10/2021,"{
    ""name"": ""Azteca Noticias Jalisco"",
    ""headline"": ""Cierra puertas Los Laureles"",
    ""url"": ""https://www.aztecajalisco.com/noticias/cierra-puertas-los-laureles"",
    ""paywall "": true,
    ""coverageLevel"": ""Estatal"",
    ""author"": ""Becky Reynoso.""
}"
90,1,1,1,1/10/2021,"{
    ""name"": ""Informador MX"",
    ""headline"": ""Se manifiestan pepenadores afuera de Palacio de Gobierno y cierran calles del Centro"",
    ""url"": ""https://www.informador.mx/jalisco/Guadalajara-Pepenadores-amenazan-con-cerrar-calles-del-Centro-historico-20211001-0074.html"",
    ""paywall "": true,
    ""coverageLevel"": ""Estatal"",
    ""author"": ""Mar\u00eda Guadalupe Cruz Casillas""
}"
91,1,1,1,1/10/2021,"{
    ""name"": ""Efecto Ezpiral"",
    ""headline"": ""<<Los Pepes unidos, jam\u00e1s ser\u00e1n vencidos>> Trabajadores del vertedero de Los Laureles cierran calles de Tonal\u00e1 y Guadalajara, quieren que se mantenga abierto su fuente de empleo"",
    ""url"": ""https://efectoezpiral.com/2021/10/01/los-pepes-unidos-jamas-seran-vencidos/"",
    ""paywall "": true,
    ""coverageLevel"": ""Local"",
    ""author"": ""Mario D\u00edaz""
}"
92,1,1,1,2/10/2021,"{
    ""name"": ""Milenio"",
    ""headline"": ""Tlajomulco sin conocimiento del lugar para sus desechos, Ixtlahuac\u00e1n una posibilidad"",
    ""url"": ""https://labcsa.org/2021/10/02/tlajomulco-sin-conocimiento-del-lugar-para-sus-desechos-ixtlahuacan-una-posibilidad/"",
    ""paywall "": true,
    ""coverageLevel"": ""Local"",
    ""author"": ""Diana Barajas""
}"
93,1,1,1,4/10/2021,"{
    ""name"": ""Diario NTR"",
    ""headline"": ""Empresa brit\u00e1nica operar\u00e1 planta recicladora en Tlajo"",
    ""url"": ""https://www.ntrguadalajara.com/post.php?id_nota=172562"",
    ""paywall "": true,
    ""coverageLevel"": ""Local"",
    ""author"": ""Juan Levario""
}"
94,1,1,1,4/10/2021,"{
    ""name"": ""Bolet\u00edn Informativo. Tlajomulco"",
    ""headline"": ""Innovar\u00e1 Tlajomulco en aprovechamiento integral de residuos"",
    ""url"": ""https://tlajomulco.gob.mx/comunicacion-institucional/innovara-tlajomulco-en-aprovechamiento-integral-de-residuos"",
    ""paywall "": true,
    ""coverageLevel"": ""Local"",
    ""author"": ""Redacci\u00f3n""
}"
95,1,1,1,4/10/2021,"{
    ""name"": ""Publimetro"",
    ""headline"": ""Tlajomulco invertir\u00e1 100 mdd para construir centro de tratamiento de basura"",
    ""url"": ""https://www.publimetro.com.mx/jalisco/2021/10/04/tlajomulco-invertira-100-mdd-para-construir-centro-de-tratamiento-de-basura/"",
    ""paywall "": true,
    ""coverageLevel"": ""Local"",
    ""author"": ""H\u00e9ctor Escamilla""
}"
96,1,1,1,4/10/2021,"{
    ""name"": ""Informador MX"",
    ""headline"": ""Pese a pr\u00f3rroga, rechazan cierre de Laureles"",
    ""url"": ""https://www.informador.mx/jalisco/Pese-a-prorroga-rechazan-cierre-de-Laureles-20211004-0043.html"",
    ""paywall "": true,
    ""coverageLevel"": ""Estatal"",
    ""author"": ""Redacci\u00f3n""
}"
97,1,1,1,4/10/2021,"{
    ""name"": ""Informador MX"",
    ""headline"": ""Ante cierre de Los Laureles, Tlajomulco construir\u00e1 planta de tratamiento de residuos"",
    ""url"": ""https://www.informador.mx/jalisco/Ante-cierre-de-Los-Laureles-Tlajomulco-construira-planta-de-tratamiento-de-residuos-20211004-0095.html"",
    ""paywall "": true,
    ""coverageLevel"": ""Estatal"",
    ""author"": ""Ernesto G\u00f3mez ""
}"
98,1,1,1,6/10/2021,"{
    ""name"": ""Quiero TV"",
    ""headline"": ""Predio la Cajilota Tlajomulco"",
    ""url"": ""https://quierotv.mx/2021/10/06/predio-la-cajilota-tlajomulco/"",
    ""paywall "": true,
    ""coverageLevel"": ""Local"",
    ""author"": ""Perla Burciaga""
}"
99,1,1,1,8/10/2021,"{
    ""name"": ""UdeGTV"",
    ""headline"": ""Ampl\u00edan Picachos para que reciba basura de Zapopan y Guadalajara por siete meses m\u00e1s"",
    ""url"": ""https://udgtv.com/noticias/amplian-picachos-reciba-basura-zapopan-guadalajara-siete-meses/"",
    ""paywall "": true,
    ""coverageLevel"": ""Local"",
    ""author"": ""Iv\u00e1n De Le\u00f3n Mel\u00e9ndrez""
}"
100,1,1,1,10/10/2021,"{
    ""name"": ""Prensa. Gobierno del Estado del Jalisco"",
    ""headline"": ""COMO MUESTRA DE SOLIDARIDAD CON LOS PEPENADORES DE LOS LAURELES Y A PETICI\u00d3N DE LOS ALCALDES METROPOLITANOS, EL RELLENO ESTAR\u00c1 ABIERTO UN MES M\u00c1S COMO FECHA IMPRORROGABLE"",
    ""url"": ""https://www.jalisco.gob.mx/es/prensa/noticias/133737"",
    ""paywall "": true,
    ""coverageLevel"": ""Estatal"",
    ""author"": ""Redacci\u00f3n""
}"
101,1,1,1,10/10/2021,"{
    ""name"": ""La Cr\u00f3nica de Hoy Jalisco "",
    ""headline"": ""El gobierno federal debe sanear cinco r\u00edos y arroyos del norte de Zapopan, advierten pobladores"",
    ""url"": ""https://www.cronicajalisco.com/notas-el_gobierno_federal_debe_sanear_cinco_rios_y_arroyos_del_norte_de_zapopan_advierten_pobladores-111221-2021"",
    ""paywall "": true,
    ""coverageLevel"": ""Estatal"",
    ""author"": ""Ignacio P\u00e9rez Vega""
}"
102,1,1,1,11/10/2021,"{
    ""name"": ""Tr\u00e1fico ZMG"",
    ""headline"": ""Monitoreo y fiscalizaci\u00f3n a camiones recolectores de Caabsa"",
    ""url"": ""https://traficozmg.com/2021/10/monitoreo-y-fiscalizacion-a-camiones-recolectores-de-caabsa/"",
    ""paywall "": true,
    ""coverageLevel"": ""Local"",
    ""author"": ""Isela Ibarra""
}"
103,1,1,1,11/10/2021,"{
    ""name"": ""Nota de prensa. Morena"",
    ""headline"": ""Pedimos a Contralor\u00eda municipal de Guadalajara vigilar que las dependencias no desv\u00eden recursos humanos, materiales y financieros para la elecci\u00f3n extraordinaria de Tlaquepaque."",
    ""url"": ""https://morena-jalisco.org/2021/10/11/solicitan-regidores-electos-de-morena-en-guadalajara-juicio-de-lesividad-por-caabsa-eagle-2/"",
    ""paywall "": true,
    ""coverageLevel"": ""Local"",
    ""author"": ""Redacci\u00f3n""
}"
104,1,1,1,12/10/2021,"{
    ""name"": ""Quadrat\u00edn Jalisco"",
    ""headline"": ""Temen mayor contaminaci\u00f3n ante pr\u00f3ximo cierre de Picachos"",
    ""url"": ""https://jalisco.quadratin.com.mx/principal/temen-mayor-contaminacion-ante-proximo-cierre-de-picachos/"",
    ""paywall "": true,
    ""coverageLevel"": ""Estatal"",
    ""author"": ""Redacci\u00f3n""
}"
105,1,1,1,13/10/2021,"{
    ""name"": ""notisistema"",
    ""headline"": ""Basurero de Hasars tambi\u00e9n presenta fallas en su operaci\u00f3n"",
    ""url"": ""https://www.notisistema.com/noticias/basurero-de-hasars-tambien-presenta-fallas-en-su-operacion-acusan-afectados-por-contaminacion/"",
    ""paywall "": true,
    ""coverageLevel"": ""Estatal"",
    ""author"": ""H\u00e9ctor Escamilla Ram\u00edrez""
}"
106,1,1,1,13/10/2021,"{
    ""name"": ""Mural"",
    ""headline"": ""Contamina Picachos con cianuro, mercurio, cobre..."",
    ""url"": ""https://www.mural.com.mx/aplicacioneslibre/preacceso/articulo/default.aspx?__rval=1&urlredirect=https://www.mural.com.mx/contamina-picachos-con-cianuro-mercurio-cobre/ar2276397?referer=--7d616165662f3a3a6262623b727a7a7279703b767a783a--"",
    ""paywall "": true,
    ""coverageLevel"": ""Local"",
    ""author"": ""Violeta Mel\u00e9ndez""
}"
107,1,1,1,13/10/2020,"{
    ""name"": ""debate"",
    ""headline"": ""Detectan metales pesados en basurero de Guadalajara, Jalisco; Piden no verter m\u00e1s desechos"",
    ""url"": ""https://www.debate.com.mx/guadalajara/Detectan-metales-pesados-en-basurero-de-Guadalajara-Jalisco-Piden-no-verter-mas-desechos-20211013-0126.html"",
    ""paywall "": true,
    ""coverageLevel"": ""Local"",
    ""author"": ""Edwin Gonz\u00e1lez""
}"
108,1,1,1,13/10/2021,"{
    ""name"": ""Publimetro"",
    ""headline"": ""Temen m\u00e1s da\u00f1os ambientales al extender basurero en Zapopan, Jalisco"",
    ""url"": ""https://www.publimetro.com.mx/jalisco/2021/10/13/temen-mas-danos-ambientales-al-extender-basurero-en-zapopan-jalisco/"",
    ""paywall "": true,
    ""coverageLevel"": ""Estatal"",
    ""author"": ""H\u00e9ctor Escamilla""
}"
109,1,1,1,13/10/2021,"{
    ""name"": ""Prensa. Gobierno del Estado del Jalisco"",
    ""headline"": ""AUTORIDADES ESTATALES Y EXPERTOS EN RESIDUOS REALIZAN RECORRIDO DE SUPERVISI\u00d3N EN PICACHOS"",
    ""url"": ""https://www.jalisco.gob.mx/es/prensa/noticias/134518"",
    ""paywall "": true,
    ""coverageLevel"": ""Estatal"",
    ""author"": ""Redacci\u00f3n""
}"
110,1,1,1,14/10/2021,"{
    ""name"": ""El Occidental"",
    ""headline"": ""Manifestaciones contra basurero de Picachos son incentivadas por Caabsa: Pablo Lemus"",
    ""url"": ""https://www.eloccidental.com.mx/local/manifestaciones-contra-basurero-de-picachos-son-incentivadas-por-caabsa-pablo-lemus-7341566.html"",
    ""paywall "": true,
    ""coverageLevel"": ""Local"",
    ""author"": ""Elizabeth R\u00edos ""
}"
111,1,1,1,18/10/2020,"{
    ""name"": ""Mural"",
    ""headline"": ""Urgen a cambiar contratos con Caabsa para reducir residuos"",
    ""url"": ""https://www.mural.com.mx/aplicacioneslibre/preacceso/articulo/default.aspx?__rval=1&urlredirect=/urgen-a-cambiar-contratos-con-caabsa-para-reducir-residuos/ar2279793"",
    ""paywall "": true,
    ""coverageLevel"": ""Local"",
    ""author"": ""Violeta Mel\u00e9ndez""
}"
112,1,1,1,18/10/2021,"{
    ""name"": ""Metr\u00f3poliMX"",
    ""headline"": ""Conoce el \u00e1rea m\u00e1s contaminada de la ZMG"",
    ""url"": ""https://metropolimxjalisco.com/conoce-las-areas-mas-contaminadas-de-la-zmg/"",
    ""paywall "": true,
    ""coverageLevel"": ""Estatal"",
    ""author"": ""Redacci\u00f3n""
}"
113,1,1,1,19/10/2021,"{
    ""name"": ""ZonaDocs"",
    ""headline"": ""Hacia un nuevo modelo de gesti\u00f3n de la basura \u00bfcu\u00e1l es el problema actual y qu\u00e9 deber\u00eda cambiar?"",
    ""url"": ""https://www.zonadocs.mx/2021/10/19/hacia-un-nuevo-modelo-de-gestion-de-la-basura-cual-es-el-problema-actual-y-que-deberia-cambiar/"",
    ""paywall "": true,
    ""coverageLevel"": ""Local"",
    ""author"": ""Ximena Torres""
}"
114,1,1,1,20/10/2021,"{
    ""name"": ""Mural"",
    ""headline"": ""Hacen basurero de predio en Tlajomulco"",
    ""url"": ""https://www.mural.com.mx/aplicacioneslibre/preacceso/articulo/default.aspx?__rval=1&urlredirect=https://www.mural.com.mx/hacen-basurero-de-predio-en-tlajomulco/ar2280740?referer=--7d616165662f3a3a6262623b727a7a7279703b767a783a--"",
    ""paywall "": true,
    ""coverageLevel"": ""Local"",
    ""author"": ""Violeta Mel\u00e9ndez""
}"
115,1,1,1,20/10/2022,"{
    ""name"": ""UdeGTV"",
    ""headline"": ""Comerciantes perciben mala operaci\u00f3n de los Puntos Limpios en Guadalajara"",
    ""url"": ""https://udgtv.com/noticias/comerciantes-perciben-mala-operacion-los-puntos-limpios-guadalajara/"",
    ""paywall "": true,
    ""coverageLevel"": ""Local"",
    ""author"": ""Iv\u00e1n De Le\u00f3n Mel\u00e9ndrez""
}"
116,1,1,1,25/10/2021,"{
    ""name"": ""El Suspicaz | Perimetral"",
    ""headline"": ""Incumple Gobierno de Jalisco sentencia para cierre de basurero en Tapalpa"",
    ""url"": ""https://elsuspicaz.com/incumple-gobierno-de-jalisco-sentencia-para-cierre-de-basurero-en-tapalpa/"",
    ""paywall "": true,
    ""coverageLevel"": ""Estatal"",
    ""author"": ""Susana Rodr\u00edguez""
}"
117,1,1,1,26/10/2021,"{
    ""name"": ""Notisistema"",
    ""headline"": ""El lunes es el cierre definitivo del basurero de Los Laureles"",
    ""url"": ""https://www.notisistema.com/noticias/el-lunes-es-el-cierre-definitivo-del-basurero-de-los-laureles/"",
    ""paywall "": true,
    ""coverageLevel"": ""Estatal"",
    ""author"": ""H\u00e9ctor Escamilla Ram\u00edrez""
}"
118,1,1,1,26/10/2022,"{
    ""name"": ""Mercados. Dress"",
    ""headline"": ""Pepenadores de Los Laureles, sin relaci\u00f3n laboral con Caabsa Eagle"",
    ""url"": ""https://mercados.press/pepenadores-los-laureles-sin-relacion-laboral-con-caabsa-eagle/"",
    ""paywall "": true,
    ""coverageLevel"": ""Nacional"",
    ""author"": ""Redacci\u00f3n""
}"
119,1,1,1,27/10/2022,"{
    ""name"": ""Azteca Noticias Jalisco"",
    ""headline"": ""Pepenadores tienen plazo de trabajo hasta el 30 de octubre en Los Laureles"",
    ""url"": ""https://www.aztecajalisco.com/azteca-noticias-jalisco/pepenadores-tienen-plazo-de-trabajo-hasta-el-30-de-octubre-en-los-laureles"",
    ""paywall "": true,
    ""coverageLevel"": ""Estatal"",
    ""author"": ""Celina G\u00f3mez""
}"
120,1,1,1,26/10/2023,"{
    ""name"": ""Alcaldes de M\u00e9xico"",
    ""headline"": ""Una tendencia que lleva a municipios solventes y sin contaminaci\u00f3n"",
    ""url"": ""https://www.alcaldesdemexico.com/revista/wp-content/uploads/2021/10/AM-Revista-completa-OCT21-web-1_compressed.pdf"",
    ""paywall "": true,
    ""coverageLevel"": ""Nacional"",
    ""author"": ""Martha Palma L\u00f3pez""
}"
121,1,1,1,28/10/2021,"{
    ""name"": ""Prensa. Gobierno del Estado del Jalisco"",
    ""headline"": ""ENRIQUE ALFARO PRESENTA UN JALISCO M\u00c1S FUERTE EN OBRA P\u00daBLICA, MOVILIDAD, INFRAESTRUCTURA CARRETERA, EDUCATIVA, DE SALUD, MEDIO AMBIENTE, DESARROLLO ECON\u00d3MICO, Y DESTACA BUEN MANEJO DE LA PANDEMIA, DE LA DEUDA P\u00daBLICA, LIDERAZGO EN CREACI\u00d3N DE EMPLEOS"",
    ""url"": ""https://www.jalisco.gob.mx/es/prensa/noticias/135183"",
    ""paywall "": true,
    ""coverageLevel"": ""Estatal"",
    ""author"": ""Redacci\u00f3n""
}"
122,1,1,1,28/10/2021,"{
    ""name"": ""El Occidental"",
    ""headline"": ""Restan unos d\u00edas para el cierre definitivo de Los Laureles"",
    ""url"": ""https://www.eloccidental.com.mx/local/restan-unos-dias-para-el-cierre-definitivo-de-los-laureles-7404475.html"",
    ""paywall "": true,
    ""coverageLevel"": ""Nacional"",
    ""author"": ""Elizabeth R\u00edos""
}"
123,1,1,1,29/10/2021,"{
    ""name"": ""Informador MX"",
    ""headline"": ""A tres d\u00edas del cierre de Laureles, pepenadores exigen soluciones"",
    ""url"": ""https://www.informador.mx/jalisco/A-3-dias-del-cierre-de-Laureles-pepenadores-exigen-soluciones-20211029-0038.html"",
    ""paywall "": true,
    ""coverageLevel"": ""Estatal"",
    ""author"": ""Redacci\u00f3n""
}"
124,1,1,1,29/10/2021,"{
    ""name"": ""Cabecera"",
    ""headline"": ""El 31 de octubre cierra el relleno sanitario Los Laureles"",
    ""url"": ""https://www.cabecera.mx/el-31-de-octubre-cierra-el-relleno-sanitario-los-laureles/#.ZECOOnZBzIU"",
    ""paywall "": true,
    ""coverageLevel"": ""Estatal"",
    ""author"": ""Redacci\u00f3n""
}"
125,1,1,1,30/10/2024,"{
    ""name"": ""La Cascada"",
    ""headline"": ""Adi\u00f3s al 'monstruo de la basura'. Hasta nunca, Laureles"",
    ""url"": ""https://www.cascadanoticias.com/noticias/ecologia/ecologia/adios-al-monstruo-de-la-basura-hasta-nunca-laureles"",
    ""paywall "": true,
    ""coverageLevel"": ""Local"",
    ""author"": ""Jes\u00fas Alejandro Mart\u00ednez""
}"
126,1,1,1,31/10/2021,"{
    ""name"": ""El Occidental"",
    ""headline"": ""Este 1 de Noviembre cierra el relleno Los Laureles, no hay marcha atr\u00e1s"",
    ""url"": ""https://www.eloccidental.com.mx/local/este-1-de-noviembre-cierra-el-relleno-los-laureles-no-hay-marcha-atras-7416430.html"",
    ""paywall "": true,
    ""coverageLevel"": ""Nacional"",
    ""author"": ""Rosario Bare\u00f1o""
}"
127,1,1,1,31/10/2021,"{
    ""name"": ""Nota en prensa. Jalisco"",
    ""headline"": ""ES IMPOSTERGABLE EL CIERRE DEL RELLENO LOS LAURELES"",
    ""url"": ""https://www.jalisco.gob.mx/es/prensa/noticias/135218"",
    ""paywall "": true,
    ""coverageLevel"": ""Estatal"",
    ""author"": ""Redacci\u00f3n""
}"
128,1,1,1,31/10/2021,"{
    ""name"": ""Mural"",
    ""headline"": ""Cerrar\u00e1n Laureles sin acuerdo con pepenadores"",
    ""url"": ""https://www.mural.com.mx/aplicacioneslibre/preacceso/articulo/default.aspx?__rval=1&urlredirect=https://www.mural.com.mx/cerraran-laureles-sin-acuerdo-con-pepenadores/ar2288516?referer=--7d616165662f3a3a6262623b727a7a7279703b767a783a--"",
    ""paywall "": true,
    ""coverageLevel"": ""Estatal"",
    ""author"": ""Violeta Mel\u00e9ndez""
}"
129,1,1,1,31/10/2021,"{
    ""name"": ""UdeGTV"",
    ""headline"": ""El vertedero de Los Laureles deja de recibir basura; pepenadores anuncian manifestaci\u00f3n"",
    ""url"": ""https://udgtv.com/noticias/vertedero-laureles-deja-recibir-basura-pepenadores-anuncian-manifestacion/"",
    ""paywall "": true,
    ""coverageLevel"": ""Estatal"",
    ""author"": ""Iv\u00e1n De Le\u00f3n Mel\u00e9ndrez""
}"
